Length;Heigth
35671.96871;741.642395
35701.00748;738.5706177
35742.0745;738.5706177
35783.14153;738.5706177
35824.20855;740.2001953
35853.24732;738.4816895
35882.2861;738.4816895
35911.32487;738.4816895
35940.36364;738.4816895
35969.40241;738.4816895
36010.46944;741.1721191
36051.53646;741.1721191
36092.60348;741.1721191
36133.67051;741.1721191
36174.73753;741.1721191
36203.77631;741.1721191
36232.81508;741.1721191
36261.85385;741.1721191
36302.92087;745.9916992
36331.95964;748.5701294
36360.99842;749.8400879
36402.06544;749.8400879
36431.10421;749.8400879
36460.14298;749.8400879
36489.18176;749.8400879
36518.22053;749.8400879
36559.28755;749.8400879
36600.35458;749.8400879
36641.4216;749.8400879
36670.46037;749.8400879
36699.49914;749.8400879
36728.53792;755.3786621
36769.60494;758.4343262
36810.67197;758.4343262
36839.71074;758.4343262
36868.74951;758.5155029
36909.81653;758.5155029
36950.88356;758.5155029
36979.92233;758.5155029
37020.98935;758.5155029
37062.05638;758.5155029
37091.09515;753.3514404
37132.16218;751.019165
37161.20095;751.019165
37190.23972;751.019165
37219.27849;751.019165
37260.34551;752.9127808
37289.38429;761.9504395
37330.45131;764.7250977
37371.51834;764.7250977
37400.55711;764.7250977
37441.62413;763.9695435
37482.69116;763.9695435
37511.72993;763.9695435
37540.7687;767.1098633
37581.83572;774.4099121
37610.8745;774.8776245
37651.94152;783.1513062
37693.00855;781.6271362
37734.07557;765.0421753
37763.11434;763.982605
37804.18137;763.982605
37833.22014;766.4786987
37874.28716;766.5144043
37915.35419;764.0424805
37956.42121;764.0424805
37997.48824;764.0424805
38026.52701;765.234375
38067.59403;763.4016724
38096.6328;762.861145
38125.67158;762.8143311
38154.71035;762.0500488
38183.74912;762.0500488
38224.81614;763.4710693
38265.88317;767.4967041
38294.92194;763.2598267
38335.98896;765.1746216
38377.05599;767.7982178
38406.09476;771.0172119
38435.13353;768.7831421
38464.1723;766.4490356
38493.21108;764.1618042
38522.24985;762.262207
38563.31687;767.2935181
38592.35564;766.701355
38621.39442;766.701355
38650.43319;766.701355
38691.50021;766.8696289
38732.56724;767.6303711
38773.63426;778.6390381
38814.70129;781.1139526
38855.76831;780.355896
38884.80708;766.368042
38925.87411;773.2177734
38966.94113;777.571228
39008.00816;772.4651489
39049.07518;767.9130249
39078.11395;766.4484253
39119.18098;765.067688
39160.248;765.067688
39189.28677;765.067688
39230.3538;765.067688
39259.39257;765.067688
39288.43134;766.4161987
39329.49837;766.9747314
39370.56539;777.7318115
39411.63241;782.1202393
39440.67119;776.7341919
39469.70996;776.7341919
39498.74873;778.8922729
39527.7875;778.8922729
39556.82627;778.8922729
39597.8933;778.8922729
39638.96032;778.8922729
39667.99909;778.8922729
39697.03787;778.8922729
39726.07664;778.5083618
39755.11541;777.9465332
39784.15418;777.9465332
39813.19295;777.9465332
39842.23172;781.404541
39883.29875;779.8792114
39924.36577;776.3669434
39965.4328;778.1902466
39994.47157;773.6187744
40023.51034;772.1264038
40052.54911;771.532959
40081.58788;771.532959
40122.65491;780.1792603
40163.72193;780.1792603
40192.7607;780.1792603
40233.82773;780.1792603
40274.89475;780.1792603
40315.96178;779.7003784
40357.0288;773.0679321
40386.06757;769.3537598
40427.1346;772.6967773
40468.20162;767.3674316
40497.2404;767.3674316
40538.30742;767.3674316
40567.34619;767.3674316
40596.38496;778.8908691
40637.45199;786.9036255
40666.49076;786.9036255
40695.52953;787.1461182
40724.5683;795.5330811
40765.63533;796.5352783
40794.6741;796.5352783
40823.71287;796.5352783
40852.75164;796.5352783
40893.81867;796.5352783
40934.88569;796.5352783
40975.95272;796.5352783
41004.99149;797.5029907
41046.05851;795.5701294
41087.12554;786.2749023
41128.19256;784.994873
41169.25959;784.994873
41210.32661;784.994873
41251.39364;790.0667114
41292.46066;786.4702759
41333.52769;790.2394409
41362.56646;790.2394409
41403.63348;797.0214844
41444.70051;790.1558838
41485.76753;779.2550049
41514.8063;779.2550049
41543.84507;783.5332031
41584.9121;783.5332031
41625.97912;783.5332031
41655.01789;783.5332031
41696.08492;783.5332031
41737.15194;783.5332031
41766.19072;783.5332031
41795.22949;783.5332031
41824.26826;783.8059692
41865.33528;783.8059692
41894.37406;783.8059692
41935.44108;787.3625488
41976.5081;790.5010986
42005.54688;780.5431519
42034.58565;779.3096313
42063.62442;775.5955811
42092.66319;773.1587524
42133.73022;773.1587524
42162.76899;774.0116577
42203.83601;772.8286743
42244.90304;772.8286743
42273.94181;773.7764282
42315.00883;772.0727539
42356.07586;773.0180664
42397.14288;773.6983643
42438.20991;779.4414063
42479.27693;784.7371216
42520.34396;789.6867676
42549.38273;789.6867676
42590.44975;788.3023682
42631.51678;788.3023682
42672.5838;788.3023682
42713.65083;788.3023682
42754.71785;788.3023682
42783.75662;788.3023682
42812.79539;790.2285156
42841.83417;794.5692139
42870.87294;797.6377563
42899.91171;797.258606
42940.97873;791.008728
42982.04576;791.008728
43023.11278;791.1241455
43064.17981;790.6130371
43093.21858;790.6130371
43122.25735;790.6130371
43163.32438;790.6130371
43204.3914;790.6130371
43245.45842;790.6130371
43286.52545;794.2468872
43315.56422;790.0426025
43344.60299;790.0426025
43373.64176;790.0426025
43402.68054;790.0426025
43431.71931;790.0426025
43460.75808;790.0426025
43489.79685;790.0426025
43518.83562;790.0426025
43547.87439;790.0426025
43576.91317;795.7716064
43617.98019;795.8366089
43659.04722;790.3166504
43700.11424;791.7931519
43741.18126;791.12323
43770.22004;785.5429077
43811.28706;787.9108887
43840.32583;785.4178467
43869.3646;785.4178467
43910.43163;792.6976929
43939.4704;791.3579712
43980.53742;795.5332031
44009.5762;788.8751831
44050.64322;784.3754883
44091.71025;793.1477051
44120.74902;781.3883667
44161.81604;791.045166
44202.88307;795.8530273
44243.95009;796.680603
44285.01712;789.5499268
44326.08414;787.8067627
44355.12291;782.8924561
44396.18994;778.2579346
44437.25696;778.4407959
44478.32399;792.8167114
44519.39101;790.4945068
44548.42978;778.1062012
44589.49681;778.1062012
44630.56383;779.2575073
44671.63086;778.661499
44700.66963;779.2963867
44729.7084;779.1686401
44758.74717;779.6052856
44787.78594;779.6575928
44816.82471;778.7294922
44845.86349;778.7294922
44874.90226;779.1994019
44915.96928;787.8758545
44957.03631;788.8032227
44998.10333;784.2945557
45039.17036;777.5966187
45080.23738;777.5966187
45121.30441;779.2033081
45162.37143;778.4990845
45203.43845;777.4303589
45232.47723;777.4303589
45273.54425;777.4303589
45314.61128;777.9680176
45343.65005;778.0701904
45384.71707;777.7536621
45425.7841;777.7196045
45466.85112;777.8806763
45507.91815;778.1387329
45548.98517;777.4818726
45590.0522;777.928894
45631.11922;777.9456177
45660.15799;778.3549194
45701.22502;781.1512451
45730.26379;780.2908936
45771.33081;779.6951294
45812.39784;778.7227173
45853.46486;779.3036499
45894.53189;779.8535156
45935.59891;780.7050781
45976.66594;780.3269653
46005.70471;780.7931519
46034.74348;780.4400635
46063.78225;779.9403076
46104.84928;779.713501
46145.9163;780.3460693
46174.95507;780.043457
46216.0221;780.201416
46257.08912;779.932373
46298.15615;780.0810547
46327.19492;779.8853149
46368.26194;780.1363525
46397.30071;779.1904297
46438.36774;778.9195557
46479.43476;778.9438477
46520.50179;778.8584595
46549.54056;778.9813232
46590.60758;779.1801147
46631.67461;779.1087036
46660.71338;779.1743164
46689.75215;779.2930908
46730.81918;779.1743164
46771.8862;779.5797729
46800.92497;780.0144043
46829.96374;780.3289185
46859.00252;780.3181763
46900.06954;780.6890259
46941.13656;780.8058472
46970.17534;780.2468872
47011.24236;780.7203369
47040.28113;781.0767822
47069.3199;780.8758545
47110.38693;780.5914917
47139.4257;781.1282959
47168.46447;780.8070679
47209.5315;780.5407715
47250.59852;780.4060669
47279.63729;780.6225586
47308.67606;780.3580933
47349.74309;780.3555298
47378.78186;780.5141602
47407.82063;781.3504639
47448.88766;780.2623291
47477.92643;780.8922119
47518.99345;780.722229
47548.03223;780.6947021
47577.071;781.4085083
47606.10977;781.9497681
47635.14854;781.5827026
47664.18731;781.463501
47693.22608;781.463501
47722.26485;781.463501
47763.33188;781.463501
47792.37065;781.463501
47821.40942;781.463501
47862.47645;781.463501
47891.51522;781.1062012
47932.58224;781.1062012
47961.62102;781.1062012
47990.65979;781.1062012
48031.72681;786.9831543
48060.76558;793.8300171
48101.83261;796.5860596
48142.89963;792.6183472
48171.9384;788.8658447
48213.00543;788.8658447
48254.07245;795.2333984
48283.11123;788.8658447
48324.17825;790.4890747
48365.24527;789.697876
48406.3123;797.00354
48435.35107;786.3587036
48476.4181;791.4296875
48517.48512;788.477478
48558.55214;789.0151978
48599.61917;797.5648193
48628.65794;790.2371216
48669.72497;792.7166748
48710.79199;795.5408325
48739.83076;790.2371216
48780.89779;792.2498169
48821.96481;791.6156616
48863.03184;787.6218262
48892.07061;789.1467896
48921.10938;790.5261841
48962.1764;789.8410645
49003.24343;796.4368286
49032.2822;792.4121094
49073.34922;797.0072021
49102.388;791.324707
49131.42677;790.3021851
49160.46554;790.3021851
49201.53256;791.8023071
49230.57134;790.3021851
49259.61011;790.3021851
49288.64888;790.7921753
49329.7159;794.2542725
49358.75468;790.383667
49387.79345;790.383667
49428.86047;795.1768799
49457.89924;791.2565918
49498.96627;795.22052
49528.00504;792.085144
49569.07206;795.8276978
49598.11084;792.3535767
49627.14961;791.5374146
49668.21663;791.1470337
49709.28366;790.7557983
49738.32243;791.2702026
49767.3612;793.2957153
49808.42822;790.987854
49837.467;793.2944946
49866.50577;797.6637573
49907.57279;803.0119019
49936.61156;805.3554077
49965.65034;805.3554077
49994.68911;805.3554077
50023.72788;805.3554077
50052.76665;802.9838867
50081.80542;802.9838867
50122.87245;802.9838867
50163.93947;811.3995361
50192.97824;811.765625
50222.01701;812.6923828
50251.05579;814.618103
50280.09456;814.3887939
50309.13333;813.2507324
50338.1721;813.2507324
50367.21087;813.2507324
50408.2779;813.2507324
50437.31667;813.2507324
50466.35544;813.2507324
50507.42247;813.2507324
50548.48949;813.2507324
50589.55651;813.2507324
50630.62354;813.2507324
50671.69056;813.2507324
50712.75759;813.2507324
50741.79636;813.2507324
50782.86338;813.2507324
50811.90216;813.2507324
50852.96918;813.2507324
50894.03621;811.0419922
50935.10323;811.2109375
50964.142;811.0419922
50993.18077;811.0419922
51034.2478;811.8345337
51063.28657;811.888855
51104.35359;811.888855
51145.42062;811.888855
51186.48764;810.2338867
51227.55467;810.8950806
51256.59344;809.7780151
51297.66046;809.0609131
51338.72749;810.8190918
51367.76626;812.9580688
51408.83329;810.2374878
51449.90031;808.5111084
51478.93908;808.9355469
51520.00611;808.5809326
51561.07313;808.6950073
51602.14016;808.9744873
51631.17893;809.0952148
51660.2177;809.1901855
51701.28472;808.5805664
51730.3235;810.4032593
51771.39052;812.1750488
51812.45754;812.6271362
51853.52457;813.5739746
51882.56334;813.3718262
51923.63037;812.8562012
51964.69739;812.673645
52005.76441;813.22229
52046.83144;812.9439697
52075.87021;813.1077881
52116.93724;814.572876
52145.97601;814.572876
52175.01478;816.0449219
52216.0818;822.5273438
52245.12058;822.5273438
52286.1876;825.4047241
52327.25462;833.5291748
52368.32165;830.7236938
52397.36042;830.7236938
52438.42745;831.9039917
52467.46622;830.7236938
52508.53324;830.7236938
52549.60027;830.7236938
52578.63904;830.7236938
52607.67781;831.8035889
52636.71658;830.7236938
52677.78361;830.7236938
52706.82238;830.7236938
52747.8894;830.7236938
52788.95643;830.7236938
52817.9952;830.7236938
52847.03397;833.4225464
52888.10099;833.4225464
52917.13977;833.5214233
52958.20679;835.555603
52987.24556;836.9227295
53016.28433;837.9382324
53045.32311;839.0858765
53074.36188;839.0858765
53103.40065;839.0858765
53132.43942;839.0858765
53173.50644;839.0858765
53202.54522;839.0858765
53243.61224;839.9937134
53272.65101;841.6638794
53301.68978;842.2735596
53330.72856;842.2735596
53359.76733;842.6566162
53400.83435;847.307373
53429.87312;855.1681519
53458.9119;857.684082
53487.95067;857.684082
53516.98944;860.3231201
53558.05646;857.8703613
53587.09523;854.0908813
53616.13401;856.4140625
53657.20103;859.678772
53698.26806;857.595459
53739.33508;849.5827637
53780.40211;846.8074341
53809.44088;848.0142822
53838.47965;848.2236938
53867.51842;845.8498535
53896.55719;845.3707886
53925.59596;845.005127
53954.63473;845.005127
53995.70176;845.005127
54036.76878;845.2554321
54065.80756;844.8066406
54106.87458;845.4412231
54135.91335;850.0805054
54176.98038;854.3904419
54206.01915;854.6825562
54235.05792;852.9043579
54276.12494;850.6329956
54317.19197;849.4591064
54346.23074;851.6514893
54375.26951;851.5493774
54416.33654;851.4677124
54445.37531;847.2566528
54474.41408;845.6491699
54515.4811;845.6491699
54556.54813;845.7316895
54597.61515;845.9153442
54626.65393;845.2362061
54667.72095;846.4852905
54708.78798;850.7527466
54737.82675;854.277771
54778.89377;853.8181763
54819.9608;850.8129883
54861.02782;851.46698
54902.09485;850.0089111
54943.16187;848.0441895
54972.20064;849.8590698
55001.23941;847.9640503
55030.27818;847.9640503
55059.31696;847.9640503
55100.38398;849.835022
55129.42275;847.8520508
55170.48978;847.4174805
55211.5568;848.2367554
55252.62383;848.3218994
55293.69085;849.7525024
55322.72962;849.1547852
55351.76839;851.7841797
55380.80717;852.3508301
55421.87419;852.6257324
55462.94122;855.2695313
55504.00824;859.7404785
55545.07526;860.2380981
55586.14229;859.4710083
55615.18106;857.0043335
55656.24809;851.1281738
55685.28686;852.2371216
55726.35388;852.1828003
55755.39265;851.1281738
55784.43142;851.9824219
55825.49845;849.7727661
55866.56547;853.0895996
55895.60425;849.75
55936.67127;850.2541504
55977.7383;848.5176392
56018.80532;848.6532593
56059.87234;853.2601929
56100.93937;853.7019043
56142.00639;851.3199463
56171.04517;851.1887817
56212.11219;852.0778809
56241.15096;851.1887817
56282.21799;853.9017334
56311.25676;852.833252
56352.32378;855.5598145
56393.39081;853.5526123
56422.42958;853.232605
56451.46835;854.9918823
56492.53538;853.232605
56521.57415;855.2727051
56550.61292;859.2824707
56591.67994;860.4317017
56632.74697;860.4317017
56673.81399;865.3284302
56702.85276;871.3585205
56743.91979;877.3141479
56784.98681;884.0211792
56826.05384;887.1195679
56867.12086;888.081543
56896.15963;884.7303467
56937.22666;880.3677979
56966.26543;881.2008057
56995.3042;881.2930298
57024.34297;881.204895
57065.41;882.9122314
57106.47702;884.515686
57147.54405;887.4578247
57188.61107;885.9776611
57229.6781;885.9776611
57270.74512;885.9776611
57311.81215;889.911499
57340.85092;896.8493652
57381.91794;896.8493652
57422.98497;896.8493652
57464.05199;896.8493652
57493.09076;896.8493652
57522.12953;896.8493652
57551.16831;899.3406982
57580.20708;899.3406982
57609.24585;899.3406982
57650.31287;899.3406982
57679.35165;899.3406982
57708.39042;899.3406982
57737.42919;899.3406982
57778.49621;899.3406982
57807.53499;899.3406982
57836.57376;893.4430542
57877.64078;893.8729858
57906.67955;894.2802734
57935.71832;894.7409668
57976.78535;894.6765137
58005.82412;894.6765137
58034.86289;895.9642944
58063.90166;896.6616211
58104.96869;897.177124
58134.00746;897.2979736
58163.04623;899.0407715
58192.085;900.2402954
58221.12378;900.2402954
58250.16255;900.2402954
58279.20132;900.2402954
58308.24009;900.2402954
58349.30711;902.2849731
58378.34589;902.2849731
58407.38466;902.8712158
58436.42343;904.3574829
58465.4622;909.6137695
58494.50097;911.3622437
58523.53974;912.4177856
58564.60677;914.5623779
58593.64554;916.3771362
58634.71257;919.5223999
58675.77959;919.5223999
58704.81836;919.5223999
58745.88539;919.5223999
58786.95241;919.5223999
58815.99118;919.5223999
58845.02995;919.5223999
58886.09698;921.6154785
58915.13575;923.7958984
58944.17452;923.7958984
58985.24155;923.9619141
59026.30857;923.9619141
59055.34734;924.1871948
59084.38611;931.4151001
59125.45314;931.4151001
59154.49191;931.5650024
59183.53068;932.3754883
59212.56945;934.7155151
59241.60823;936.493042
59270.647;941.564209
59311.71402;946.3529053
59340.75279;947.7319946
59369.79157;947.7319946
59398.83034;949.1150513
59439.89736;950.1394653
59480.96439;957.1646729
59510.00316;964.7929077
59551.07018;966.8969116
59592.13721;968.9742432
59621.17598;972.583374
59662.243;975.8395386
59691.28178;975.8395386
59720.32055;975.8395386
59749.35932;975.8395386
59778.39809;975.8395386
59807.43686;977.1829834
59836.47563;977.1829834
59865.5144;977.1829834
59894.55318;978.9597778
59935.6202;980.4632568
59964.65897;980.4632568
59993.69774;980.4632568
60022.73652;980.4632568
60051.77529;980.4632568
60092.84231;980.4632568
60121.88108;980.4632568
60162.94811;980.4632568
60204.01513;982.7616577
60245.08216;982.7616577
60274.12093;982.7616577
60303.1597;982.7616577
60332.19847;982.7616577
60361.23724;982.7616577
60402.30427;985.7373047
60443.37129;986.0404053
60484.43832;990.1870117
60525.50534;990.1870117
60554.54411;990.1870117
60583.58289;990.1870117
60624.64991;990.1870117
60653.68868;990.1870117
60682.72745;990.1870117
60711.76623;991.5286255
60752.83325;997.175354
60781.87202;997.6967773
60822.93905;997.6967773
60851.97782;997.6967773
60881.01659;997.6967773
60910.05536;997.6967773
60951.12239;998.1346436
60980.16116;998.1346436
61021.22818;998.1346436
61050.26695;998.1346436
61091.33398;1006.216309
61132.401;1012.725464
61173.46803;1013.58667
61202.5068;1014.548706
61243.57382;1014.548706
61272.6126;1014.548706
61301.65137;1014.548706
61330.69014;1014.548706
61371.75716;1014.548706
61400.79594;1014.548706
61429.83471;1015.906372
61458.87348;1024.601929
61487.91225;1027.486328
61528.97927;1027.595703
61558.01805;1028.31897
61599.08507;1029.615356
61640.1521;1030.746826
61669.19087;1031.0177
61710.25789;1031.0177
61751.32492;1031.0177
61792.39194;1032.042603
61821.43071;1032.042603
61862.49774;1032.042603
61903.56476;1032.042603
61944.63179;1032.417725
61973.67056;1034.231689
62002.70933;1036.268799
62031.7481;1036.268799
62060.78687;1037.582031
62101.8539;1039.397461
62130.89267;1039.397461
62159.93144;1039.397461
62188.97021;1039.397461
62218.00898;1039.397461
62247.04776;1039.397461
62288.11478;1039.397461
62317.15355;1041.063599
62358.22058;1041.776001
62387.25935;1041.988525
62428.32637;1041.988525
62457.36515;1042.598511
62498.43217;1043.450195
62527.47094;1043.621582
62556.50971;1044.881226
62597.57674;1044.881226
62638.64376;1044.881226
62667.68253;1044.881226
62696.72131;1046.019531
62737.78833;1046.95813
62766.8271;1049.696533
62807.89413;1053.166626
62836.9329;1054.537476
62865.97167;1054.761475
62895.01044;1054.761475
62924.04921;1055.733643
62965.11624;1059.625122
62994.15501;1062.72998
63023.19378;1065.384155
63064.26081;1065.570923
63093.29958;1065.570923
63122.33835;1065.570923
63151.37712;1065.570923
63192.44414;1068.104004
63221.48292;1070.056885
63262.54994;1073.429688
63291.58871;1073.429688
63320.62748;1073.77417
63349.66626;1074.141602
63390.73328;1080.361328
63419.77205;1082.287598
63460.83908;1091.68103
63501.9061;1094.157593
63530.94487;1099.968506
63572.0119;1101.60437
63601.05067;1105.548706
63630.08944;1111.400146
63671.15647;1116.659424
63700.19524;1116.659424
63729.23401;1116.90686
63758.27278;1118.324097
63787.31155;1121.513306
63828.37858;1127.930176
63857.41735;1127.930176
63886.45612;1131.506592
63927.52314;1131.506592
63956.56192;1131.506592
63997.62894;1131.506592
64038.69597;1132.637329
64067.73474;1136.332153
64096.77351;1138.389038
64125.81228;1140.267334
64166.87931;1140.267334
64195.91808;1140.267334
64224.95685;1141.057617
64253.99562;1141.532593
64283.03439;1141.561279
64312.07316;1143.8479
64353.14019;1145.166382
64394.20721;1147.411011
64435.27424;1152.279175
64464.31301;1153.287598
64493.35178;1155.444092
64522.39055;1157.349487
64563.45758;1159.47522
64592.49635;1160.1698
64621.53512;1161.380737
64650.57389;1163.734985
64691.64092;1165.623535
64720.67969;1167.373291
64761.74671;1167.827759
64790.78548;1169.317261
64831.85251;1175.570923
64872.91953;1175.570923
64901.95831;1175.570923
64930.99708;1178.226318
64972.0641;1179.776489
65001.10287;1180.314209
65030.14164;1180.883667
65071.20867;1183.131226
65100.24744;1183.463379
65141.31447;1186.344238
65170.35324;1188.198242
65199.39201;1189.112915
65228.43078;1192.769653
65257.46955;1196.287964
65286.50832;1197.910767
65327.57535;1200.269287
65356.61412;1203.424561
65397.68114;1205.14917
65426.71992;1208.940063
65455.75869;1210.805176
65484.79746;1210.862183
65513.83623;1215.318481
65554.90326;1215.318481
65583.94203;1217.586914
65625.00905;1220.89978
65666.07608;1223.412354
65695.11485;1223.412354
65724.15362;1225.718262
65753.19239;1227.438354
65782.23116;1229.573853
65811.26993;1235.589844
65852.33696;1237.720825
65881.37573;1240.769287
65910.4145;1245.242065
65939.45327;1245.276978
65968.49205;1246.462891
65997.53082;1247.437622
66026.56959;1249.991211
66067.63661;1249.991211
66096.67539;1251.762451
66137.74241;1255.007202
66166.78118;1256.918823
66207.84821;1259.742676
66248.91523;1265.432251
66277.954;1268.608887
66306.99277;1269.908936
66348.0598;1270.087158
66377.09857;1271.35144
66418.1656;1273.80481
66459.23262;1278.625732
66500.29964;1282.277832
66529.33842;1282.763184
66570.40544;1288.130737
66611.47247;1293.808105
66652.53949;1299.435059
66681.57826;1302.043579
66722.64529;1305.508545
66751.68406;1305.508545
66792.75108;1306.991333
66833.81811;1313.549316
66862.85688;1325.685181
66891.89565;1325.685181
66920.93442;1327.970825
66962.00145;1333.558716
66991.04022;1337.198975
67032.10724;1342.056274
67061.14601;1347.18335
67102.21304;1351.22998
67143.28006;1356.65564
67172.31884;1358.629639
67213.38586;1363.427002
67254.45288;1370.441528
67283.49166;1373.497437
67324.55868;1381.621582
67365.62571;1389.442383
67406.69273;1393.701416
67447.75975;1395.248779
67488.82678;1395.324341
67517.86555;1395.532715
67546.90432;1397.976318
67575.94309;1399.535645
67604.98187;1401.755737
67634.02064;1401.755737
67663.05941;1405.36084
67704.12643;1405.36084
67733.16521;1408.700439
67774.23223;1409.025146
67815.29925;1410.356689
67844.33803;1412.797485
67885.40505;1415.375488
67926.47208;1418.036011
67955.51085;1419.577881
67984.54962;1420.125488
68013.58839;1420.854248
68042.62716;1423.555176
68071.66593;1427.818237
68112.73296;1428.213501
68141.77173;1428.213501
68170.8105;1432.30957
68211.87753;1433.631226
68252.94455;1441.053833
68281.98332;1441.053833
68311.02209;1442.917847
68352.08912;1445.005859
68381.12789;1448.205688
68422.19491;1455.442993
68451.23369;1457.828125
68492.30071;1457.828125
68521.33948;1461.20105
68550.37825;1465.836548
